Vulnerable_population,Section,Long_title,Short_title,Group,Group1,Subgroup,Sex,Value
Sex,B. VHA Outpatient Utilization,"B1. Distribution of Sex among FY13 Veteran VHA Patients by VHA Outpatient Visits, FY13",Sex by VHA Outpatient Visits,Encounters,Outpatient Visits,3-5 encounters,Men,992332
Sex,B. VHA Outpatient Utilization,"B1. Distribution of Sex among FY13 Veteran VHA Patients by VHA Outpatient Visits, FY13",Sex by VHA Outpatient Visits,Encounters,Outpatient Visits,6-11 encounters,Men,1216535
Sex,B. VHA Outpatient Utilization,"B1. Distribution of Sex among FY13 Veteran VHA Patients by VHA Outpatient Visits, FY13",Sex by VHA Outpatient Visits,Encounters,Outpatient Visits,12+ encounters,Men,2242364
Sex,B. VHA Outpatient Utilization,"B2. Distribution of Sex among FY13 Veteran VHA Patients by Primary Care Visits, FY13",Sex by Primary Care Visits,Encounters,Primary Care Visits,0 encounters,Men,675959
Sex,B. VHA Outpatient Utilization,"B2. Distribution of Sex among FY13 Veteran VHA Patients by Primary Care Visits, FY13",Sex by Primary Care Visits,Encounters,Primary Care Visits,1 encounter,Men,1593758
Sex,B. VHA Outpatient Utilization,"B2. Distribution of Sex among FY13 Veteran VHA Patients by Primary Care Visits, FY13",Sex by Primary Care Visits,Encounters,Primary Care Visits,2 encounters,Men,1166640
Sex,B. VHA Outpatient Utilization,"B2. Distribution of Sex among FY13 Veteran VHA Patients by Primary Care Visits, FY13",Sex by Primary Care Visits,Encounters,Primary Care Visits,3-5 encounters,Men,1351567
Sex,B. VHA Outpatient Utilization,"B2. Distribution of Sex among FY13 Veteran VHA Patients by Primary Care Visits, FY13",Sex by Primary Care Visits,Encounters,Primary Care Visits,6-11 encounters,Men,380460
Sex,B. VHA Outpatient Utilization,"B2. Distribution of Sex among FY13 Veteran VHA Patients by Primary Care Visits, FY13",Sex by Primary Care Visits,Encounters,Primary Care Visits,12+ encounters,Men,99906
Sex,B. VHA Outpatient Utilization,"B3. Distribution of Sex among FY13 Veteran VHA Patients by Mental Health/Substance Use Disorder Visits, FY13",Sex by Mental Health/Substance Use Disorder Visits,Encounters,Mental Health/Substance use Disorder Visits,0 encounters,Men,3989184
Sex,B. VHA Outpatient Utilization,"B3. Distribution of Sex among FY13 Veteran VHA Patients by Mental Health/Substance Use Disorder Visits, FY13",Sex by Mental Health/Substance Use Disorder Visits,Encounters,Mental Health/Substance use Disorder Visits,1 encounter,Men,295258
Sex,B. VHA Outpatient Utilization,"B3. Distribution of Sex among FY13 Veteran VHA Patients by Mental Health/Substance Use Disorder Visits, FY13",Sex by Mental Health/Substance Use Disorder Visits,Encounters,Mental Health/Substance use Disorder Visits,2 encounters,Men,197095
Sex,B. VHA Outpatient Utilization,"B3. Distribution of Sex among FY13 Veteran VHA Patients by Mental Health/Substance Use Disorder Visits, FY13",Sex by Mental Health/Substance Use Disorder Visits,Encounters,Mental Health/Substance use Disorder Visits,3-5 encounters,Men,344853
Sex,B. VHA Outpatient Utilization,"B3. Distribution of Sex among FY13 Veteran VHA Patients by Mental Health/Substance Use Disorder Visits, FY13",Sex by Mental Health/Substance Use Disorder Visits,Encounters,Mental Health/Substance use Disorder Visits,6-11 encounters,Men,212051
Sex,B. VHA Outpatient Utilization,"B3. Distribution of Sex among FY13 Veteran VHA Patients by Mental Health/Substance Use Disorder Visits, FY13",Sex by Mental Health/Substance Use Disorder Visits,Encounters,Mental Health/Substance use Disorder Visits,12+ encounters,Men,229849
Sex,B. VHA Outpatient Utilization,"B4. Distribution of Sex among FY13 Veteran VHA Patients by Emergency Department Visits, FY13",Sex by Emergency Department Visits,Encounters,Emergency Department Visits,0 encounters,Men,4329385
Sex,B. VHA Outpatient Utilization,"B4. Distribution of Sex among FY13 Veteran VHA Patients by Emergency Department Visits, FY13",Sex by Emergency Department Visits,Encounters,Emergency Department Visits,1 encounter,Men,530199
Sex,B. VHA Outpatient Utilization,"B4. Distribution of Sex among FY13 Veteran VHA Patients by Emergency Department Visits, FY13",Sex by Emergency Department Visits,Encounters,Emergency Department Visits,2 encounters,Men,202663
Sex,B. VHA Outpatient Utilization,"B4. Distribution of Sex among FY13 Veteran VHA Patients by Emergency Department Visits, FY13",Sex by Emergency Department Visits,Encounters,Emergency Department Visits,3-5 encounters,Men,163440
Sex,B. VHA Outpatient Utilization,"B4. Distribution of Sex among FY13 Veteran VHA Patients by Emergency Department Visits, FY13",Sex by Emergency Department Visits,Encounters,Emergency Department Visits,6-11 encounters,Men,37154
Sex,B. VHA Outpatient Utilization,"B4. Distribution of Sex among FY13 Veteran VHA Patients by Emergency Department Visits, FY13",Sex by Emergency Department Visits,Encounters,Emergency Department Visits,12+ encounters,Men,5449
Sex,B. VHA Outpatient Utilization,"B5. Distribution of Sex among FY13 Veteran VHA Patients by Telephone Visits, FY13",Sex by Telephone Visits,Encounters,Telephone Visits,0 encounters,Men,2303099
Sex,B. VHA Outpatient Utilization,"B5. Distribution of Sex among FY13 Veteran VHA Patients by Telephone Visits, FY13",Sex by Telephone Visits,Encounters,Telephone Visits,1 encounter,Men,1006495
Sex,B. VHA Outpatient Utilization,"B5. Distribution of Sex among FY13 Veteran VHA Patients by Telephone Visits, FY13",Sex by Telephone Visits,Encounters,Telephone Visits,2 encounters,Men,564195
Sex,B. VHA Outpatient Utilization,"B5. Distribution of Sex among FY13 Veteran VHA Patients by Telephone Visits, FY13",Sex by Telephone Visits,Encounters,Telephone Visits,3-5 encounters,Men,751534
Sex,B. VHA Outpatient Utilization,"B5. Distribution of Sex among FY13 Veteran VHA Patients by Telephone Visits, FY13",Sex by Telephone Visits,Encounters,Telephone Visits,6-11 encounters,Men,410743
Sex,B. VHA Outpatient Utilization,"B5. Distribution of Sex among FY13 Veteran VHA Patients by Telephone Visits, FY13",Sex by Telephone Visits,Encounters,Telephone Visits,12+ encounters,Men,232224
Sex,B. VHA Outpatient Utilization,"B6. Distribution of Sex among FY13 Veteran VHA Patients by Fee Outpatient Visits, FY13",Sex by Fee Outpatient Services,Encounters,Fee Outpatient Services,0 encounters,Men,5268290
Sex,B. VHA Outpatient Utilization,"B6. Distribution of Sex among FY13 Veteran VHA Patients by Fee Outpatient Visits, FY13",Sex by Fee Outpatient Services,Encounters,Fee Outpatient Services,1 encounter,Men,4391902
Sex,B. VHA Outpatient Utilization,"B6. Distribution of Sex among FY13 Veteran VHA Patients by Fee Outpatient Visits, FY13",Sex by Fee Outpatient Services,Encounters,Fee Outpatient Services,2 encounters,Men,157471
Sex,B. VHA Outpatient Utilization,"B6. Distribution of Sex among FY13 Veteran VHA Patients by Fee Outpatient Visits, FY13",Sex by Fee Outpatient Services,Encounters,Fee Outpatient Services,3-5 encounters,Men,121589
Sex,B. VHA Outpatient Utilization,"B6. Distribution of Sex among FY13 Veteran VHA Patients by Fee Outpatient Visits, FY13",Sex by Fee Outpatient Services,Encounters,Fee Outpatient Services,6-11 encounters,Men,157269
Sex,B. VHA Outpatient Utilization,"B6. Distribution of Sex among FY13 Veteran VHA Patients by Fee Outpatient Visits, FY13",Sex by Fee Outpatient Services,Encounters,Fee Outpatient Services,12+ encounters,Men,124428
Sex,C. Diagnoses,"C1. Distribution of Sex among FY13 Veteran VHA Patients by Domain, FY13",Sex by Domains,Domains,,INFECTIOUS DISEASE,Men,315631
Sex,C. Diagnoses,"C1. Distribution of Sex among FY13 Veteran VHA Patients by Domain, FY13",Sex by Domains,Domains,,ENDOCRINE/METABOLIC/NUTRITIONAL,Men,1094018
Sex,C. Diagnoses,"C1. Distribution of Sex among FY13 Veteran VHA Patients by Domain, FY13",Sex by Domains,Domains,,CARDIOVASCULAR,Men,3400642
Sex,C. Diagnoses,"C1. Distribution of Sex among FY13 Veteran VHA Patients by Domain, FY13",Sex by Domains,Domains,,RESPIRATORY,Men,3282128
Sex,C. Diagnoses,"C1. Distribution of Sex among FY13 Veteran VHA Patients by Domain, FY13",Sex by Domains,Domains,,GASTROINTESTINAL,Men,1428745
Sex,C. Diagnoses,"C1. Distribution of Sex among FY13 Veteran VHA Patients by Domain, FY13",Sex by Domains,Domains,,URINARY,Men,1841616
Sex,C. Diagnoses,"C1. Distribution of Sex among FY13 Veteran VHA Patients by Domain, FY13",Sex by Domains,Domains,,REPRODUCTIVE HEALTH,Men,870696
Sex,C. Diagnoses,"C1. Distribution of Sex among FY13 Veteran VHA Patients by Domain, FY13",Sex by Domains,Domains,,BREAST,Men,1266318
Sex,C. Diagnoses,"C1. Distribution of Sex among FY13 Veteran VHA Patients by Domain, FY13",Sex by Domains,Domains,,CANCER,Men,17336
Sex,C. Diagnoses,"C1. Distribution of Sex among FY13 Veteran VHA Patients by Domain, FY13",Sex by Domains,Domains,,HEMATOLOGIC/IMMUNOLOGIC,Men,556695
Sex,C. Diagnoses,"C1. Distribution of Sex among FY13 Veteran VHA Patients by Domain, FY13",Sex by Domains,Domains,,MUSCULOSKELETAL,Men,552908
Sex,C. Diagnoses,"C1. Distribution of Sex among FY13 Veteran VHA Patients by Domain, FY13",Sex by Domains,Domains,,NEUROLOGIC,Men,2595703
Sex,C. Diagnoses,"C1. Distribution of Sex among FY13 Veteran VHA Patients by Domain, FY13",Sex by Domains,Domains,,MENTAL HEALTH/SUD,Men,1259908
Sex,C. Diagnoses,"C1. Distribution of Sex among FY13 Veteran VHA Patients by Domain, FY13",Sex by Domains,Domains,,SENSE ORGAN,Men,1702365
Sex,C. Diagnoses,"C1. Distribution of Sex among FY13 Veteran VHA Patients by Domain, FY13",Sex by Domains,Domains,,DENTAL,Men,2283225
Sex,C. Diagnoses,"C1. Distribution of Sex among FY13 Veteran VHA Patients by Domain, FY13",Sex by Domains,Domains,,DERMATOLOGIC,Men,424185
Sex,C. Diagnoses,"C1. Distribution of Sex among FY13 Veteran VHA Patients by Domain, FY13",Sex by Domains,Domains,,OTHER,Men,1151643
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,INFECTIOUS DISEASE,HIV/AIDS,Men,25627
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,INFECTIOUS DISEASE,Tuberculosis,Men,6284
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,INFECTIOUS DISEASE,Mycoses,Men,334124
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,INFECTIOUS DISEASE,Infections - Other,Men,182472
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,ENDOCRINE/METABOLIC/NUTRITIONAL,Diabetes Mellitus,Men,1302762
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,ENDOCRINE/METABOLIC/NUTRITIONAL,Lipid Disorders,Men,2566540
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,ENDOCRINE/METABOLIC/NUTRITIONAL,Overweight/Obesity,Men,799856
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,ENDOCRINE/METABOLIC/NUTRITIONAL,Thyroid Disorders,Men,359791
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,ENDOCRINE/METABOLIC/NUTRITIONAL,Osteoporosis,Men,50956
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,ENDOCRINE/METABOLIC/NUTRITIONAL,Vitamin D Deficiency,Men,228589
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,ENDOCRINE/METABOLIC/NUTRITIONAL,"Endocrine, Metabolic and Nutritional Disorders - Other",Men,622675
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,ENDOCRINE/METABOLIC/NUTRITIONAL,Fluid and Electrolyte Disorders,Men,204312
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,CARDIOVASCULAR,Hypertension,Men,2773760
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,CARDIOVASCULAR,Chest Pain/Angina,Men,254889
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,CARDIOVASCULAR,Acute MI,Men,31597
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,CARDIOVASCULAR,Coronary Artery Disease,Men,887628
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,CARDIOVASCULAR,Heart Failure,Men,265653
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,CARDIOVASCULAR,Valvular Disease,Men,148482
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,CARDIOVASCULAR,Atrial Fibrillation/Flutter,Men,295669
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,CARDIOVASCULAR,Arrhythmia/Conduction Disorder - Other,Men,288878
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,CARDIOVASCULAR,Cardiac Conditions - Other,Men,64860
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,CARDIOVASCULAR,Cerebrovascular Accident/TIA,Men,214106
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,CARDIOVASCULAR,Cerebrovascular Disease - Other,Men,114663
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,CARDIOVASCULAR,Pecondition Aortic Aneurysm,Men,73829
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,CARDIOVASCULAR,Pulmonary Embolism or Deep Vein Thrombosis,Men,80692
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,CARDIOVASCULAR,Vascular Disease - Other,Men,308367
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,CARDIOVASCULAR,Circulatory System Conditions - Other,Men,199418
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,RESPIRATORY,Chronic Obstructive Pulmonary Disease,Men,510647
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,RESPIRATORY,Asthma,Men,155652
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,RESPIRATORY,Sarcoidosis,Men,9229
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,RESPIRATORY,Pneumonia,Men,87571
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,RESPIRATORY,Respiratory System Infections - Other,Men,332447
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,RESPIRATORY,Allergic and other chronic sinusitis/rhinitis,Men,391924
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,RESPIRATORY,"Dyspnea, cough and other respiratory symptoms",Men,338625
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,RESPIRATORY,Respiratory Conditions - Other,Men,272383
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,GASTROINTESTINAL,Esophageal disorders,Men,947112
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,GASTROINTESTINAL,Nausea and vomiting,Men,57327
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,GASTROINTESTINAL,Gastroduodenal ulcer,Men,47678
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,GASTROINTESTINAL,Gastric/Duodenal Disorders - Other,Men,100588
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,GASTROINTESTINAL,Gastrointestinal hemorrhage,Men,96413
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,GASTROINTESTINAL,"Polyp, colorectal",Men,326848
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,GASTROINTESTINAL,Diverticulosis and diverticulitis,Men,139791
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,GASTROINTESTINAL,Inflammatory Bowel Disease,Men,31837
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,GASTROINTESTINAL,Diarrhea/constipation and functional bowel disorders,Men,226443
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,GASTROINTESTINAL,Hernia,Men,144973
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,GASTROINTESTINAL,Hemorrhoids,Men,128095
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,GASTROINTESTINAL,Hepatitis C,Men,137069
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,GASTROINTESTINAL,Liver disease - Other,Men,188834
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,GASTROINTESTINAL,Biliary tract disease,Men,39767
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,GASTROINTESTINAL,Pancreatic disorders,Men,28148
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,GASTROINTESTINAL,Gastrointestinal System Disorders - Other,Men,250467
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,URINARY,Renal failure or Nephropathy,Men,386110
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,URINARY,Calculus of urinary tract,Men,90695
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,URINARY,Hematuria,Men,103578
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,URINARY,Kidney/Ureter Diseases - Other,Men,84761
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,URINARY,Urinary Tract Infection (cystitis/ urethritis/ pyelonephritis),Men,116479
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,URINARY,Urinary Incontinence,Men,103912
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,URINARY,Urinary Symptoms - Other,Men,117323
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,URINARY,Urinary Conditions - Other,Men,148427
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,REPRODUCTIVE HEALTH,Male genital disorders,Men,699745
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,REPRODUCTIVE HEALTH,STIs,Men,32352
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,REPRODUCTIVE HEALTH,Vaginitis/ cervicitis/ and other pelvic inflammatory conditions,Men,244
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,REPRODUCTIVE HEALTH,Cervical Dysplasia/ASCUS,Men,74
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,REPRODUCTIVE HEALTH,Endometriosis,Men,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,REPRODUCTIVE HEALTH,Menstrual disorders,Men,360
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,REPRODUCTIVE HEALTH,Fibroids,Men,14
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,REPRODUCTIVE HEALTH,"Ovarian cyst at least once, FY13",Men,259
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,REPRODUCTIVE HEALTH,Polycystic ovaries,Men,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,REPRODUCTIVE HEALTH,Benign Gynecologic Neoplasms - Other,Men,76
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,REPRODUCTIVE HEALTH,Prolapse of female genital organs,Men,92
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,REPRODUCTIVE HEALTH,Female Reproductive Organ Disorders - Other,Men,7908
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,REPRODUCTIVE HEALTH,Sexual Dysfunction,Men,421496
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,REPRODUCTIVE HEALTH,Contraceptive Care Management,Men,6761
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,REPRODUCTIVE HEALTH,Infertility,Men,732
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,REPRODUCTIVE HEALTH,Menopausal disorders,Men,332
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,REPRODUCTIVE HEALTH,Miscarriage,Men,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,REPRODUCTIVE HEALTH,Ectopic pregnancy,Men,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,REPRODUCTIVE HEALTH,Pregnancy or Delivery - Normal,Men,49
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,REPRODUCTIVE HEALTH,Pregnancy with Obstetrical Complications or Prolonged,Men,765
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,REPRODUCTIVE HEALTH,Pregnancy complicated by DM,Men,12
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,REPRODUCTIVE HEALTH,Pregnancy complicated by HTN,Men,218
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,REPRODUCTIVE HEALTH,Pregnancy Complicated by Other Medical Conditions,Men,44
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,BREAST,PerBreast Conditions/Benign or Unknown,Men,15945
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,BREAST,Breast conditions abnormal radiologic findings,Men,184
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,CANCER,PerCancer - Cervical,Men,31
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,CANCER,Cancer - Uterine,Men,18
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,CANCER,Cancer - Ovarian,Men,28
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,CANCER,Cancer - Female Reproductive - Other,Men,32
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,CANCER,Carcinoma in Situ - Cervical,Men,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,CANCER,Carcinoma in Situ - Female Reproductive - Other,Men,
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,CANCER,Cancer - Breast,Men,1524
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,CANCER,"Carcinoma in Situ - Breast, Ductal or Lobular",Men,52
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,CANCER,Lymphomas,Men,25457
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,CANCER,Leukemias,Men,20393
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,CANCER,Multiple myeloma,Men,6954
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13",Sex by Conditions,Conditions,CANCER,Cancer - Brain/Nervous System,Men,3723
