Vulnerable_population,Section,Long_title,Short_title,Group,Group1,Subgroup,Geography,Value
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,DENTAL,Dental Disorders - Other,Highly.Rural,3527
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,DERMATOLOGIC,Skin cancer (non-Melanoma),Highly.Rural,2074
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,DERMATOLOGIC,Skin ulcer - chronic,Highly.Rural,911
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,DERMATOLOGIC,Skin infection,Highly.Rural,2018
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,DERMATOLOGIC,Psoriasis,Highly.Rural,734
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,DERMATOLOGIC,Dermatologic disorders - Other,Highly.Rural,14051
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,OTHER,Sleep apnea,Highly.Rural,6858
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,OTHER,Sleep disturbance - Other,Highly.Rural,4630
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,OTHER,Malaise and fatigue,Highly.Rural,1949
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,OTHER,Syncope,Highly.Rural,779
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,OTHER,Abdominal pain,Highly.Rural,2700
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,OTHER,Chronic Pain Syndromes,Highly.Rural,2976
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,OTHER,Allergies and urticaria,Highly.Rural,1045
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,OTHER,Edema,Highly.Rural,2417
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,OTHER,Symptoms - Other,Highly.Rural,1698
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,OTHER,Tobacco Use Disorder,Highly.Rural,10558
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,OTHER,Tobacco Use History,Highly.Rural,1315
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,OTHER,Poisoning,Highly.Rural,219
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,OTHER,Other injuries and conditions due to external causes,Highly.Rural,4775
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,OTHER,Effects of surgical procedures or medical care,Highly.Rural,1333
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,OTHER,Housing insufficiency,Highly.Rural,960
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,OTHER,Psychosocial factors - Other,Highly.Rural,2795
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,OTHER,Residual Codes,Highly.Rural,9234
Geography,A. Socio-demographic Characteristics,A1. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients,Rural/Urban Status (Overall),Overall,,Overall,Other.Rural,2030960
Geography,A. Socio-demographic Characteristics,"A2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Sex, FY13",Rural/Urban Status by Sex,Sex,,F,Other.Rural,104319
Geography,A. Socio-demographic Characteristics,"A2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Sex, FY13",Rural/Urban Status by Sex,Sex,,M,Other.Rural,1926636
Geography,A. Socio-demographic Characteristics,"A3. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Age, FY13",Rural/Urban Status by Age,Age,,18-44,Other.Rural,255034
Geography,A. Socio-demographic Characteristics,"A3. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Age, FY13",Rural/Urban Status by Age,Age,,45-64,Other.Rural,755487
Geography,A. Socio-demographic Characteristics,"A3. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Age, FY13",Rural/Urban Status by Age,Age,,65+,Other.Rural,1020411
Geography,A. Socio-demographic Characteristics,"A4. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Race/Ethnicity, FY13",Rural/Urban Status by Race/Ethnicity,Race/Ethnicity,,AI/AN,Other.Rural,14550
Geography,A. Socio-demographic Characteristics,"A4. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Race/Ethnicity, FY13",Rural/Urban Status by Race/Ethnicity,Race/Ethnicity,,Asian,Other.Rural,4386
Geography,A. Socio-demographic Characteristics,"A4. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Race/Ethnicity, FY13",Rural/Urban Status by Race/Ethnicity,Race/Ethnicity,,Black/African American,Other.Rural,155378
Geography,A. Socio-demographic Characteristics,"A4. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Race/Ethnicity, FY13",Rural/Urban Status by Race/Ethnicity,Race/Ethnicity,,NH/OPI,Other.Rural,9134
Geography,A. Socio-demographic Characteristics,"A4. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Race/Ethnicity, FY13",Rural/Urban Status by Race/Ethnicity,Race/Ethnicity,,White,Other.Rural,1730728
Geography,A. Socio-demographic Characteristics,"A4. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Race/Ethnicity, FY13",Rural/Urban Status by Race/Ethnicity,Race/Ethnicity,,Hispanic,Other.Rural,44594
Geography,A. Socio-demographic Characteristics,"A4. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Race/Ethnicity, FY13",Rural/Urban Status by Race/Ethnicity,Race/Ethnicity,,Multi-race,Other.Rural,10889
Geography,A. Socio-demographic Characteristics,"A4. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Race/Ethnicity, FY13",Rural/Urban Status by Race/Ethnicity,Race/Ethnicity,,Unknown,Other.Rural,61301
Geography,A. Socio-demographic Characteristics,"A6. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Service-Connected Status, FY13",Rural/Urban Status by Service-Connected Status,Service Connection,,No SC,Other.Rural,1052476
Geography,A. Socio-demographic Characteristics,"A6. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Service-Connected Status, FY13",Rural/Urban Status by Service-Connected Status,Service Connection,,SC 0-49,Other.Rural,463528
Geography,A. Socio-demographic Characteristics,"A6. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Service-Connected Status, FY13",Rural/Urban Status by Service-Connected Status,Service Connection,,SC 50-99,Other.Rural,373877
Geography,A. Socio-demographic Characteristics,"A6. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Service-Connected Status, FY13",Rural/Urban Status by Service-Connected Status,Service Connection,,SC 100,Other.Rural,140546
Geography,B. VHA Outpatient Utilization,"B1. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by VHA Outpatient Visits, FY13",Rural/Urban Status by VHA Outpatient Visits,Encounters,Outpatient Visits,0 encounters,Other.Rural,51601
Geography,B. VHA Outpatient Utilization,"B1. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by VHA Outpatient Visits, FY13",Rural/Urban Status by VHA Outpatient Visits,Encounters,Outpatient Visits,1 encounter,Other.Rural,100324
Geography,B. VHA Outpatient Utilization,"B1. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by VHA Outpatient Visits, FY13",Rural/Urban Status by VHA Outpatient Visits,Encounters,Outpatient Visits,2 encounters,Other.Rural,156642
Geography,B. VHA Outpatient Utilization,"B1. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by VHA Outpatient Visits, FY13",Rural/Urban Status by VHA Outpatient Visits,Encounters,Outpatient Visits,3-5 encounters,Other.Rural,399556
Geography,B. VHA Outpatient Utilization,"B1. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by VHA Outpatient Visits, FY13",Rural/Urban Status by VHA Outpatient Visits,Encounters,Outpatient Visits,6-11 encounters,Other.Rural,486500
Geography,B. VHA Outpatient Utilization,"B1. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by VHA Outpatient Visits, FY13",Rural/Urban Status by VHA Outpatient Visits,Encounters,Outpatient Visits,12+ encounters,Other.Rural,836337
Geography,B. VHA Outpatient Utilization,"B2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Primary Care Visits, FY13",Rural/Urban Status by Primary Care Visits,Encounters,Primary Care Visits,0 encounters,Other.Rural,220398
Geography,B. VHA Outpatient Utilization,"B2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Primary Care Visits, FY13",Rural/Urban Status by Primary Care Visits,Encounters,Primary Care Visits,1 encounter,Other.Rural,635063
Geography,B. VHA Outpatient Utilization,"B2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Primary Care Visits, FY13",Rural/Urban Status by Primary Care Visits,Encounters,Primary Care Visits,2 encounters,Other.Rural,475438
Geography,B. VHA Outpatient Utilization,"B2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Primary Care Visits, FY13",Rural/Urban Status by Primary Care Visits,Encounters,Primary Care Visits,3-5 encounters,Other.Rural,529793
Geography,B. VHA Outpatient Utilization,"B2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Primary Care Visits, FY13",Rural/Urban Status by Primary Care Visits,Encounters,Primary Care Visits,6-11 encounters,Other.Rural,136713
Geography,B. VHA Outpatient Utilization,"B2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Primary Care Visits, FY13",Rural/Urban Status by Primary Care Visits,Encounters,Primary Care Visits,12+ encounters,Other.Rural,33555
Geography,B. VHA Outpatient Utilization,"B3. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Mental Health/Substance Use Disorder Visits, FY13",Rural/Urban Status by Mental Health/Substance Use Disorder Visits,Encounters,Mental Health/Substance use Disorder Visits,0 encounters,Other.Rural,1581948
Geography,B. VHA Outpatient Utilization,"B3. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Mental Health/Substance Use Disorder Visits, FY13",Rural/Urban Status by Mental Health/Substance Use Disorder Visits,Encounters,Mental Health/Substance use Disorder Visits,1 encounter,Other.Rural,102414
Geography,B. VHA Outpatient Utilization,"B3. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Mental Health/Substance Use Disorder Visits, FY13",Rural/Urban Status by Mental Health/Substance Use Disorder Visits,Encounters,Mental Health/Substance use Disorder Visits,2 encounters,Other.Rural,73501
Geography,B. VHA Outpatient Utilization,"B3. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Mental Health/Substance Use Disorder Visits, FY13",Rural/Urban Status by Mental Health/Substance Use Disorder Visits,Encounters,Mental Health/Substance use Disorder Visits,3-5 encounters,Other.Rural,126252
Geography,B. VHA Outpatient Utilization,"B3. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Mental Health/Substance Use Disorder Visits, FY13",Rural/Urban Status by Mental Health/Substance Use Disorder Visits,Encounters,Mental Health/Substance use Disorder Visits,6-11 encounters,Other.Rural,77080
Geography,B. VHA Outpatient Utilization,"B3. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Mental Health/Substance Use Disorder Visits, FY13",Rural/Urban Status by Mental Health/Substance Use Disorder Visits,Encounters,Mental Health/Substance use Disorder Visits,12+ encounters,Other.Rural,69765
Geography,B. VHA Outpatient Utilization,"B4. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Emergency Department Visits, FY13",Rural/Urban Status by Emergency Department Visits,Encounters,Emergency Department Visits,0 encounters,Other.Rural,1733734
Geography,B. VHA Outpatient Utilization,"B4. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Emergency Department Visits, FY13",Rural/Urban Status by Emergency Department Visits,Encounters,Emergency Department Visits,1 encounter,Other.Rural,177612
Geography,B. VHA Outpatient Utilization,"B4. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Emergency Department Visits, FY13",Rural/Urban Status by Emergency Department Visits,Encounters,Emergency Department Visits,2 encounters,Other.Rural,62660
Geography,B. VHA Outpatient Utilization,"B4. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Emergency Department Visits, FY13",Rural/Urban Status by Emergency Department Visits,Encounters,Emergency Department Visits,3-5 encounters,Other.Rural,46557
Geography,B. VHA Outpatient Utilization,"B4. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Emergency Department Visits, FY13",Rural/Urban Status by Emergency Department Visits,Encounters,Emergency Department Visits,6-11 encounters,Other.Rural,9341
Geography,B. VHA Outpatient Utilization,"B4. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Emergency Department Visits, FY13",Rural/Urban Status by Emergency Department Visits,Encounters,Emergency Department Visits,12+ encounters,Other.Rural,1056
Geography,B. VHA Outpatient Utilization,"B5. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Telephone Visits, FY13",Rural/Urban Status by Telephone Visits,Encounters,Telephone Visits,0 encounters,Other.Rural,890216
Geography,B. VHA Outpatient Utilization,"B5. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Telephone Visits, FY13",Rural/Urban Status by Telephone Visits,Encounters,Telephone Visits,1 encounter,Other.Rural,387301
Geography,B. VHA Outpatient Utilization,"B5. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Telephone Visits, FY13",Rural/Urban Status by Telephone Visits,Encounters,Telephone Visits,2 encounters,Other.Rural,216605
Geography,B. VHA Outpatient Utilization,"B5. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Telephone Visits, FY13",Rural/Urban Status by Telephone Visits,Encounters,Telephone Visits,3-5 encounters,Other.Rural,289164
Geography,B. VHA Outpatient Utilization,"B5. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Telephone Visits, FY13",Rural/Urban Status by Telephone Visits,Encounters,Telephone Visits,6-11 encounters,Other.Rural,159304
Geography,B. VHA Outpatient Utilization,"B5. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Telephone Visits, FY13",Rural/Urban Status by Telephone Visits,Encounters,Telephone Visits,12+ encounters,Other.Rural,88370
Geography,B. VHA Outpatient Utilization,"B6. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Fee Outpatient Visits, FY13",Rural/Urban Status by Fee Outpatient Services,Encounters,Fee Outpatient Services,0 encounters,Other.Rural,1636779
Geography,B. VHA Outpatient Utilization,"B6. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Fee Outpatient Visits, FY13",Rural/Urban Status by Fee Outpatient Services,Encounters,Fee Outpatient Services,1 encounter,Other.Rural,63327
Geography,B. VHA Outpatient Utilization,"B6. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Fee Outpatient Visits, FY13",Rural/Urban Status by Fee Outpatient Services,Encounters,Fee Outpatient Services,2 encounters,Other.Rural,58067
Geography,B. VHA Outpatient Utilization,"B6. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Fee Outpatient Visits, FY13",Rural/Urban Status by Fee Outpatient Services,Encounters,Fee Outpatient Services,3-5 encounters,Other.Rural,76279
Geography,B. VHA Outpatient Utilization,"B6. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Fee Outpatient Visits, FY13",Rural/Urban Status by Fee Outpatient Services,Encounters,Fee Outpatient Services,6-11 encounters,Other.Rural,58125
Geography,B. VHA Outpatient Utilization,"B6. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Fee Outpatient Visits, FY13",Rural/Urban Status by Fee Outpatient Services,Encounters,Fee Outpatient Services,12+ encounters,Other.Rural,138383
Geography,C. Diagnoses,"C1. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Domain, FY13",Rural/Urban Status by Domains,Domains,,INFECTIOUS DISEASE,Other.Rural,394714
Geography,C. Diagnoses,"C1. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Domain, FY13",Rural/Urban Status by Domains,Domains,,ENDOCRINE/METABOLIC/NUTRITIONAL,Other.Rural,1368297
Geography,C. Diagnoses,"C1. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Domain, FY13",Rural/Urban Status by Domains,Domains,,CARDIOVASCULAR,Other.Rural,1306240
Geography,C. Diagnoses,"C1. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Domain, FY13",Rural/Urban Status by Domains,Domains,,RESPIRATORY,Other.Rural,582945
Geography,C. Diagnoses,"C1. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Domain, FY13",Rural/Urban Status by Domains,Domains,,GASTROINTESTINAL,Other.Rural,741545
Geography,C. Diagnoses,"C1. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Domain, FY13",Rural/Urban Status by Domains,Domains,,URINARY,Other.Rural,330553
Geography,C. Diagnoses,"C1. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Domain, FY13",Rural/Urban Status by Domains,Domains,,REPRODUCTIVE HEALTH,Other.Rural,502392
Geography,C. Diagnoses,"C1. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Domain, FY13",Rural/Urban Status by Domains,Domains,,BREAST,Other.Rural,13041
Geography,C. Diagnoses,"C1. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Domain, FY13",Rural/Urban Status by Domains,Domains,,CANCER,Other.Rural,214438
Geography,C. Diagnoses,"C1. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Domain, FY13",Rural/Urban Status by Domains,Domains,,HEMATOLOGIC/IMMUNOLOGIC,Other.Rural,205165
Geography,C. Diagnoses,"C1. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Domain, FY13",Rural/Urban Status by Domains,Domains,,MUSCULOSKELETAL,Other.Rural,1034035
Geography,C. Diagnoses,"C1. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Domain, FY13",Rural/Urban Status by Domains,Domains,,NEUROLOGIC,Other.Rural,489637
Geography,C. Diagnoses,"C1. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Domain, FY13",Rural/Urban Status by Domains,Domains,,MENTAL HEALTH/SUD,Other.Rural,640249
Geography,C. Diagnoses,"C1. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Domain, FY13",Rural/Urban Status by Domains,Domains,,SENSE ORGAN,Other.Rural,882629
Geography,C. Diagnoses,"C1. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Domain, FY13",Rural/Urban Status by Domains,Domains,,DENTAL,Other.Rural,152096
Geography,C. Diagnoses,"C1. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Domain, FY13",Rural/Urban Status by Domains,Domains,,DERMATOLOGIC,Other.Rural,447062
Geography,C. Diagnoses,"C1. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Domain, FY13",Rural/Urban Status by Domains,Domains,,OTHER,Other.Rural,949060
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,INFECTIOUS DISEASE,HIV/AIDS,Other.Rural,4052
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,INFECTIOUS DISEASE,Tuberculosis,Other.Rural,1721
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,INFECTIOUS DISEASE,Mycoses,Other.Rural,115081
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,INFECTIOUS DISEASE,Infections - Other,Other.Rural,66559
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,ENDOCRINE/METABOLIC/NUTRITIONAL,Diabetes Mellitus,Other.Rural,511718
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,ENDOCRINE/METABOLIC/NUTRITIONAL,Lipid Disorders,Other.Rural,1053096
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,ENDOCRINE/METABOLIC/NUTRITIONAL,Overweight/Obesity,Other.Rural,320039
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,ENDOCRINE/METABOLIC/NUTRITIONAL,Thyroid Disorders,Other.Rural,155584
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,ENDOCRINE/METABOLIC/NUTRITIONAL,Osteoporosis,Other.Rural,21255
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,ENDOCRINE/METABOLIC/NUTRITIONAL,Vitamin D Deficiency,Other.Rural,87468
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,ENDOCRINE/METABOLIC/NUTRITIONAL,"Endocrine, Metabolic and Nutritional Disorders - Other",Other.Rural,239121
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,ENDOCRINE/METABOLIC/NUTRITIONAL,Fluid and Electrolyte Disorders,Other.Rural,74690
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,CARDIOVASCULAR,Hypertension,Other.Rural,1103860
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,CARDIOVASCULAR,Chest Pain/Angina,Other.Rural,98080
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,CARDIOVASCULAR,Acute MI,Other.Rural,12486
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,CARDIOVASCULAR,Coronary Artery Disease,Other.Rural,368979
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,CARDIOVASCULAR,Heart Failure,Other.Rural,102989
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,CARDIOVASCULAR,Valvular Disease,Other.Rural,59368
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,CARDIOVASCULAR,Atrial Fibrillation/Flutter,Other.Rural,116679
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,CARDIOVASCULAR,Arrhythmia/Conduction Disorder - Other,Other.Rural,114734
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,CARDIOVASCULAR,Cardiac Conditions - Other,Other.Rural,23879
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,CARDIOVASCULAR,Cerebrovascular Accident/TIA,Other.Rural,83198
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,CARDIOVASCULAR,Cerebrovascular Disease - Other,Other.Rural,42812
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,CARDIOVASCULAR,Pecondition Aortic Aneurysm,Other.Rural,30859
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,CARDIOVASCULAR,Pulmonary Embolism or Deep Vein Thrombosis,Other.Rural,30559
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,CARDIOVASCULAR,Vascular Disease - Other,Other.Rural,117956
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,CARDIOVASCULAR,Circulatory System Conditions - Other,Other.Rural,77459
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,RESPIRATORY,Chronic Obstructive Pulmonary Disease,Other.Rural,229581
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,RESPIRATORY,Asthma,Other.Rural,60428
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,RESPIRATORY,Sarcoidosis,Other.Rural,3097
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,RESPIRATORY,Pneumonia,Other.Rural,33342
Geography,C. Diagnoses,"C2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Condition, FY13",Rural/Urban Status by Conditions,Conditions,RESPIRATORY,Respiratory System Infections - Other,Other.Rural,128073
