Vulnerable_population,Section,Long_title,Short_title,Group,Group1,Subgroup,Age Group,Value
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,CARDIOVASCULAR,Arrhythmia/Conduction Disorder - Other,X65.74,80128
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,CARDIOVASCULAR,Cardiac Conditions - Other,X65.74,18921
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,CARDIOVASCULAR,Cerebrovascular Accident/TIA,X65.74,68698
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,CARDIOVASCULAR,Cerebrovascular Disease - Other,X65.74,31661
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,CARDIOVASCULAR,Pecondition Aortic Aneurysm,X65.74,28780
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,CARDIOVASCULAR,Pulmonary Embolism or Deep Vein Thrombosis,X65.74,23521
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,CARDIOVASCULAR,Vascular Disease - Other,X65.74,99766
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,CARDIOVASCULAR,Circulatory System Conditions - Other,X65.74,52387
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,RESPIRATORY,Chronic Obstructive Pulmonary Disease,X65.74,171003
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,RESPIRATORY,Asthma,X65.74,37047
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,RESPIRATORY,Sarcoidosis,X65.74,1937
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,RESPIRATORY,Pneumonia,X65.74,24202
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,RESPIRATORY,Respiratory System Infections - Other,X65.74,79062
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,RESPIRATORY,Allergic and other chronic sinusitis/rhinitis,X65.74,100861
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,RESPIRATORY,"Dyspnea, cough and other respiratory symptoms",X65.74,95442
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,RESPIRATORY,Respiratory Conditions - Other,X65.74,80707
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,GASTROINTESTINAL,Esophageal disorders,X65.74,263004
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,GASTROINTESTINAL,Nausea and vomiting,X65.74,12776
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,GASTROINTESTINAL,Gastroduodenal ulcer,X65.74,13376
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,GASTROINTESTINAL,Gastric/Duodenal Disorders - Other,X65.74,26422
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,GASTROINTESTINAL,Gastrointestinal hemorrhage,X65.74,23505
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,GASTROINTESTINAL,"Polyp, colorectal",X65.74,120444
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,GASTROINTESTINAL,Diverticulosis and diverticulitis,X65.74,49824
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,GASTROINTESTINAL,Inflammatory Bowel Disease,X65.74,9049
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,GASTROINTESTINAL,Diarrhea/constipation and functional bowel disorders,X65.74,53797
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,GASTROINTESTINAL,Hernia,X65.74,41151
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,GASTROINTESTINAL,Hemorrhoids,X65.74,36715
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,GASTROINTESTINAL,Hepatitis C,X65.74,18313
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,GASTROINTESTINAL,Liver disease - Other,X65.74,41730
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,GASTROINTESTINAL,Biliary tract disease,X65.74,11432
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,GASTROINTESTINAL,Pancreatic disorders,X65.74,6887
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,GASTROINTESTINAL,Gastrointestinal System Disorders - Other,X65.74,67584
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,URINARY,Renal failure or Nephropathy,X65.74,112372
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,URINARY,Calculus of urinary tract,X65.74,27733
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,URINARY,Hematuria,X65.74,31171
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,URINARY,Kidney/Ureter Diseases - Other,X65.74,25377
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,URINARY,Urinary Tract Infection (cystitis/ urethritis/ pyelonephritis),X65.74,33223
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,URINARY,Urinary Incontinence,X65.74,30830
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,URINARY,Urinary Symptoms - Other,X65.74,34742
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,URINARY,Urinary Conditions - Other,X65.74,46105
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,REPRODUCTIVE HEALTH,Male genital disorders,X65.74,220443
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,REPRODUCTIVE HEALTH,STIs,X65.74,4351
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,REPRODUCTIVE HEALTH,Vaginitis/ cervicitis/ and other pelvic inflammatory conditions,X65.74,396
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,REPRODUCTIVE HEALTH,Cervical Dysplasia/ASCUS,X65.74,99
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,REPRODUCTIVE HEALTH,Endometriosis,X65.74,12
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,REPRODUCTIVE HEALTH,Menstrual disorders,X65.74,125
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,REPRODUCTIVE HEALTH,Fibroids,X65.74,79
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,REPRODUCTIVE HEALTH,"Ovarian cyst at least once, FY13",X65.74,120
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,REPRODUCTIVE HEALTH,Polycystic ovaries,X65.74,
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,REPRODUCTIVE HEALTH,Benign Gynecologic Neoplasms - Other,X65.74,117
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,REPRODUCTIVE HEALTH,Prolapse of female genital organs,X65.74,377
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,REPRODUCTIVE HEALTH,Female Reproductive Organ Disorders - Other,X65.74,3134
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,REPRODUCTIVE HEALTH,Sexual Dysfunction,X65.74,132819
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,REPRODUCTIVE HEALTH,Contraceptive Care Management,X65.74,197
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,REPRODUCTIVE HEALTH,Infertility,X65.74,33
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,REPRODUCTIVE HEALTH,Menopausal disorders,X65.74,2008
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,REPRODUCTIVE HEALTH,Miscarriage,X65.74,
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,REPRODUCTIVE HEALTH,Ectopic pregnancy,X65.74,
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,REPRODUCTIVE HEALTH,Pregnancy or Delivery - Normal,X65.74,
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,REPRODUCTIVE HEALTH,Pregnancy with Obstetrical Complications or Prolonged,X65.74,201
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,REPRODUCTIVE HEALTH,Pregnancy complicated by DM,X65.74,
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,REPRODUCTIVE HEALTH,Pregnancy complicated by HTN,X65.74,72
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,REPRODUCTIVE HEALTH,Pregnancy Complicated by Other Medical Conditions,X65.74,
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,BREAST,PerBreast Conditions/Benign or Unknown,X65.74,4831
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,BREAST,Breast conditions abnormal radiologic findings,X65.74,320
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,CANCER,PerCancer - Cervical,X65.74,95
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,CANCER,Cancer - Uterine,X65.74,133
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,CANCER,Cancer - Ovarian,X65.74,88
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,CANCER,Cancer - Female Reproductive - Other,X65.74,55
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,CANCER,Carcinoma in Situ - Cervical,X65.74,13
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,CANCER,Carcinoma in Situ - Female Reproductive - Other,X65.74,23
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,CANCER,Cancer - Breast,X65.74,1849
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,CANCER,"Carcinoma in Situ - Breast, Ductal or Lobular",X65.74,111
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,CANCER,Lymphomas,X65.74,8424
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,CANCER,Leukemias,X65.74,6936
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,CANCER,Multiple myeloma,X65.74,2483
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,CANCER,Cancer - Brain/Nervous System,X65.74,1071
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,CANCER,Cancer - Head and Neck,X65.74,11885
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,CANCER,Cancer - Thyroid,X65.74,2357
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,CANCER,Cancer - Bronchopulmonary,X65.74,16356
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,CANCER,Cancer - Esophagus,X65.74,2482
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,CANCER,Cancer - Gastric,X65.74,1196
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,CANCER,Cancer - Colorectal,X65.74,15914
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,CANCER,Cancer - Anal,X65.74,309
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,CANCER,Cancer - Hepatobiliary,X65.74,2445
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,CANCER,Cancer - Pancreatic,X65.74,1553
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,CANCER,Cancer - Renal,X65.74,7971
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,CANCER,Cancer - Bladder,X65.74,14736
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,CANCER,Cancer - Prostate,X65.74,94158
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,CANCER,Cancer - Testicular,X65.74,671
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,CANCER,Cancer - Bone/Connective Tissue,X65.74,1276
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,CANCER,Melanoma,X65.74,13569
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,CANCER,Carcinoma in Situ - Other,X65.74,1697
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,CANCER,Cancer - Other and Unspecified Primary,X65.74,26677
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,HEMATOLOGIC/IMMUNOLOGIC,Anemia,X65.74,104969
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,HEMATOLOGIC/IMMUNOLOGIC,Thrombocytopenia,X65.74,18195
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,HEMATOLOGIC/IMMUNOLOGIC,Coagulation and hemorrhagic disorders,X65.74,9557
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,HEMATOLOGIC/IMMUNOLOGIC,Hematologic/Immunologic Conditions - Other,X65.74,34094
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,MUSCULOSKELETAL,Connective Tissue Disease,X65.74,3439
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,MUSCULOSKELETAL,Rheumatoid Arthritis and Related Disease,X65.74,14388
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,MUSCULOSKELETAL,Inflammatory Spondyloarthropathies,X65.74,3970
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,MUSCULOSKELETAL,Polymyalgia Rheumatica,X65.74,2208
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,MUSCULOSKELETAL,Vasculitis,X65.74,999
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,MUSCULOSKELETAL,Gout/Crystal Arthropathies,X65.74,67643
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,MUSCULOSKELETAL,Spine Disorders - Cervical,X65.74,57443
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,MUSCULOSKELETAL,Spine Disorders - Lumbosacral,X65.74,199132
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,MUSCULOSKELETAL,Spine Disorders - Other/Unspecified,X65.74,81317
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,MUSCULOSKELETAL,Joint Disorders - Upper Extremity,X65.74,115148
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,MUSCULOSKELETAL,Joint Disorders - Lower Extremity,X65.74,184040
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,MUSCULOSKELETAL,Joint Disorders - Unspecified or Multiple Joints,X65.74,211917
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,MUSCULOSKELETAL,Foot deformities,X65.74,42695
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,MUSCULOSKELETAL,Fracture - hip,X65.74,2093
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,MUSCULOSKELETAL,Fracture - Other,X65.74,21480
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,MUSCULOSKELETAL,Osteomyelitis/Infectious Arthritis,X65.74,6077
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,MUSCULOSKELETAL,Amputation,X65.74,11954
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,MUSCULOSKELETAL,Myasthenia Gravis/Myoneuronal Disorders,X65.74,1594
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,MUSCULOSKELETAL,"Myalgia/Myositis, unspecified",X65.74,11864
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,MUSCULOSKELETAL,Musculoskeletal conditions - Other,X65.74,101165
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,NEUROLOGIC,Multiple sclerosis,X65.74,3603
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,NEUROLOGIC,Epilepsy- convulsions,X65.74,19074
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,NEUROLOGIC,Parkinsons disease,X65.74,14002
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,NEUROLOGIC,Intracranial Hemorrhage,X65.74,2635
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,NEUROLOGIC,TBI,X65.74,8032
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,NEUROLOGIC,Dementia,X65.74,25609
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,NEUROLOGIC,Cognitive Disorders - Other,X65.74,35018
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,NEUROLOGIC,Spinal cord injury,X65.74,5543
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,NEUROLOGIC,Paralysis - Other,X65.74,5954
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,NEUROLOGIC,Headache,X65.74,32829
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,NEUROLOGIC,Dizziness/vertigo,X65.74,38229
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,NEUROLOGIC,Peripheral Nerve Disorders,X65.74,73762
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,NEUROLOGIC,Carpal Tunnel Syndrome,X65.74,17627
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,NEUROLOGIC,Nervous System Symptoms/Disorders - Other,X65.74,83763
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Major Depressive Disorder,X65.74,56920
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,"Depression, possible - Other",X65.74,171271
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,PTSD,X65.74,151618
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Acute stress disorders,X65.74,1695
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Anxiety disorders/ other,X65.74,87300
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Adjustment disorders,X65.74,18189
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Bipolar disorders,X65.74,17658
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Schizophrenia,X65.74,14784
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Psychotic disorders - Other,X65.74,8607
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Alcohol use disorders,X65.74,67862
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Drug use disorders,X65.74,21934
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Eating disorders,X65.74,264
